ds,trend,daily,weekly,yearly
2019-05-29 00:00:00,17.560841337564383,0.30109865614920983,-0.6096963654088887,2.1692286538346512
2019-05-29 01:00:00,17.560224114449763,0.21110398867017,-0.528398424941314,2.1699286266156874
2019-05-29 02:00:00,17.55960689133514,0.15616178950235818,-0.44415467436925166,2.1706293137572605
2019-05-29 03:00:00,17.55898966822052,0.2303142520372358,-0.35752538877831264,2.1713305797527624
2019-05-29 04:00:00,17.5583724451059,0.39151760935711394,-0.26908253977495306,2.1720322882825345
2019-05-29 05:00:00,17.557755221991275,0.4910336886097259,-0.179403930154246,2.17273430222424
2019-05-29 06:00:00,17.557137998876655,0.4183803724276375,-0.08906735288859653,2.173436483661879
2019-05-29 07:00:00,17.556520775762035,0.20874605108515185,0.001355157819843033,2.1741386938940277
2019-05-29 08:00:00,17.555903552647415,-0.0018416820225948532,0.091302917423248,2.1748407934462164
2019-05-29 09:00:00,17.55528632953279,-0.12770522495235456,0.1802319604826061,2.1755426420769073
2019-05-29 10:00:00,17.55466910641817,-0.22896512384320422,0.2676201281710607,2.176244098789683
2019-05-29 11:00:00,17.55405188330355,-0.4410444025879606,0.3529718177528917,2.1769450218400017
2019-05-29 12:00:00,17.55343466018893,-0.8002890920834537,0.4358223421826756,2.1776452687492127
2019-05-29 13:00:00,17.552817437074307,-1.1459871776490143,0.5157418534424584,2.1783446963089257
2019-05-29 14:00:00,17.552200213959686,-1.217415953064388,0.5923387889458237,2.1790431605954477
2019-05-29 15:00:00,17.551582990845066,-0.8758325750451001,0.665262806601975,2.179740516975581
2019-05-29 16:00:00,17.550965767730446,-0.249409942313997,0.7342071806012763,2.180436620119253
2019-05-29 17:00:00,17.550348544615826,0.3418017508617039,0.7989106372524205,2.1811313240073504
2019-05-29 18:00:00,17.549731321501202,0.6242806370494759,0.8591586170193137,2.1818244819435755
2019-05-29 19:00:00,17.549114098386582,0.5654363167807175,0.9147839562694501,2.1825159465629516
2019-05-29 20:00:00,17.548496875271958,0.3589244509612612,0.9656669896781289,2.183205569841327
2019-05-29 21:00:00,17.547879652157338,0.22975297442794043,1.0117350813009618,2.1838932031070777
2019-05-29 22:00:00,17.547262429042718,0.24755827793254873,1.0529615994330437,2.1845786970493033
2019-05-29 23:00:00,17.546645205928094,0.3123803577362,1.0893643573600582,2.1852619017291683
2019-05-30 00:00:00,17.546027982813474,0.30109865614014986,1.1210035484703538,2.185942666589797
2019-05-30 01:00:00,17.545410759698854,0.21110398867032615,1.1479792103433715,2.186620840465491
2019-05-30 02:00:00,17.544793536584233,0.15616178950222584,1.1704282581644896,2.1872962715931257
2019-05-30 03:00:00,17.544176313469613,0.23031425203742828,1.1885211327766796,2.187968807621495
2019-05-30 04:00:00,17.54355909035499,0.3915176093570236,1.202458113174484,2.188638295622243
2019-05-30 05:00:00,17.54294186724037,0.49103368860890045,1.2124653471248152,2.1893045820988375
2019-05-30 06:00:00,17.54232464412575,0.41838037242525805,1.2187906565787407,2.1899675129991283
2019-05-30 07:00:00,17.54170742101113,0.20874605107512284,1.2216991769482937,2.190626933723617
2019-05-30 08:00:00,17.54109019789651,-0.001841682015896979,1.2214688908565499,2.1912826891363753
2019-05-30 09:00:00,17.540472974781885,-0.12770522494874822,1.2183861177505304,2.1919346235762656
2019-05-30 10:00:00,17.539855751667265,-0.22896512384568607,1.2127410207163152,2.1925825808660595
2019-05-30 11:00:00,17.539238528552644,-0.441044402576377,1.2048231910463847,2.1932264043244905
2019-05-30 12:00:00,17.53862130543802,-0.8002890920680177,1.1949173694466022,2.19386593677561
2019-05-30 13:00:00,17.5380040823234,-1.145987177639241,1.1832993604793918,2.1945010205589464
2019-05-30 14:00:00,17.53738685920878,-1.2174159530619688,1.1702321936505957,2.1951314975417677
2019-05-30 15:00:00,17.536769636094157,-0.8758325750657702,1.155962580863507,2.1957572091282764
2019-05-30 16:00:00,17.536152412979536,-0.24940994234012695,1.1407177154915216,2.1963779962707384
2019-05-30 17:00:00,17.535535189864916,0.3418017508710751,1.124702453391146,2.196993699479774
2019-05-30 18:00:00,17.534917966750296,0.624280637050776,1.1080969106352128,2.197604158834765
2019-05-30 19:00:00,17.534300743635672,0.565436316787592,1.0910545068896125,2.1982092139967064
2019-05-30 20:00:00,17.533683520521052,0.35892445096606124,1.0737004770198026,2.198808704216196
2019-05-30 21:00:00,17.53306629740643,0.22975297442539672,1.0561308670189653,2.1994024683447
2019-05-30 22:00:00,17.53244907429181,0.24755827793290971,1.0384120235771421,2.199990344848461
2019-05-30 23:00:00,17.53183185117719,0.3123803577389219,1.020580579799609,2.200572171813445
