step,timestamp,room_temperature,outside_temperature,pue,cooling_setpoint,cooling_power,cooling_fan_speed
1,1774106730.206694,23.373849831932905,2.700000047683716,1.2812896300162824,22.0,3378.500168110668,50.0
2,1774106730.207525,23.362866508429313,2.700000047683716,1.0720039002266522,22.0,882.5656357264793,50.0
3,1774106730.208337,24.483282139447905,2.700000047683716,1.3182140277055452,22.0,3927.926207784518,50.0
4,1774106730.209146,24.22378317706488,2.700000047683716,1.0957286124639893,22.0,1178.7377328082139,50.0
5,1774106730.209942,25.208836878367773,2.700000047683716,1.3258876060011533,22.0,4034.3279058470193,50.0
6,1774106730.210755,24.898842837639826,2.700000047683716,1.1183892639971367,22.0,1460.668716520465,50.0
7,1774106730.211557,25.731645383821697,2.700000047683716,1.325859985010166,22.0,3980.791600097581,50.0
8,1774106730.212367,25.48394210804122,2.700000047683716,1.1344778514144715,22.0,1705.0287672056024,50.0
9,1774106730.213187,26.225475120962383,2.700000047683716,1.3132332029604703,22.0,3884.699528289556,50.0
10,1774106730.213986,25.974810364166785,2.700000047683716,1.1547861814014924,22.0,1910.0343073155404,50.0
11,1774106730.214793,26.598056443708646,2.700000047683716,1.299411458984699,22.0,3659.500556844736,50.0
12,1774106730.215584,26.445414765741067,2.700000047683716,1.1707264521398852,22.0,2106.576879215261,50.0
13,1774106730.216373,26.929487123864064,2.9000000953674316,1.304933149691766,22.0,3608.2468392137066,50.0
14,1774106730.217179,26.820485541154778,2.9000000953674316,1.1834395661925128,22.0,2278.823888433527,50.0
15,1774106730.218033,27.337978843929886,2.9000000953674316,1.305573826131896,22.0,3878.0493990487644,50.0
16,1774106730.218874,27.064951909157656,2.9000000953674316,1.196892574743431,22.0,2381.713774335769,50.0
17,1774106730.219684,27.48571275260184,2.9000000953674316,1.3037730899432698,22.0,3735.6462629865746,50.0
18,1774106730.220482,27.283877320186335,2.9000000953674316,1.2033034119410129,22.0,2473.854099182321,50.0
19,1774106730.221268,27.704764577706,2.9000000953674316,1.3012031580908832,22.0,3807.975008725646,50.0
20,1774106730.222059,27.51447882530012,2.9000000953674316,1.2051109554998027,22.0,2570.9086050592327,50.0
