step,timestamp,room_temperature,outside_temperature,pue,cooling_setpoint,cooling_power,cooling_fan_speed
1,1774113948.93008,22.014966543017383,24.0,1.6232065497429555,22.0,1109.909107640623,65.0
2,1774113948.934095,22.02862055123504,24.0,2.0814299425149536,22.0,1761.7348866021791,65.0
3,1774113948.938261,22.04381702706268,24.0,2.373907270633561,22.0,2501.8089989021155,65.0
4,1774113948.942994,22.060729804158157,24.0,2.6367048471643693,22.0,3329.7689797288913,65.0
5,1774113948.946931,22.074072021540864,24.0,3.5786794361431173,22.0,4154.417020549561,65.0
6,1774113949.029332,22.08738123516114,24.0,4.978529234276698,22.0,6416.548029426773,100.0
7,1774113949.034159,22.104295047565767,24.0,4.540335146980558,22.0,7269.03362948874,100.0
8,1774113949.038197,22.119534729600083,24.0,5.365923430949203,22.0,8114.260507574478,100.0
9,1774113949.042234,22.132253412447543,24.0,6.701835630273132,22.0,8900.759370629748,100.0
10,1774113949.046948,22.14697134510524,24.0,6.3477556346724615,22.0,9666.534307993294,100.0
11,1774113949.118794,22.159633347347746,24.0,7.623618340442832,22.0,10372.196893119455,100.0
12,1774113949.122585,22.172260024592656,24.0,8.033738702971855,22.0,11022.57437198842,100.0
13,1774113949.127164,22.186275733478485,24.0,7.693199529272141,22.0,11646.312973255033,100.0
14,1774113949.131231,22.19593256605832,24.0,10.971091656633599,22.0,12168.122222160391,100.0
15,1774113949.135279,22.20594717459809,24.0,10.948989020785039,22.0,12611.546696870433,100.0
16,1774113949.207177,22.218272621691703,24.0,9.40251876830784,22.0,13028.897793633572,100.0
17,1774113949.21126,22.22966470626374,24.0,10.288138648000727,22.0,13405.626996211207,100.0
18,1774113949.215169,22.243692574674515,24.0,8.809332344094923,22.0,13791.729367615711,100.0
19,1774113949.21981,22.25523292877051,24.0,10.604514833092193,22.0,14138.490546377867,100.0
20,1774113949.223874,22.26573484097707,24.0,11.677531720939154,22.0,14433.570317733545,100.0
21,1774113949.295777,22.28198662620593,24.0,8.212524695408352,22.0,14783.510501685558,100.0
22,1774113949.300519,22.294801815194848,24.0,10.203172461089304,22.0,15113.468848495026,100.0
23,1774113949.30453,22.30817388256834,24.0,10.000225452880313,22.0,15434.005136401494,100.0
24,1774113949.308662,22.318518998763356,24.0,12.576716153007563,22.0,15692.463737237696,100.0
25,1774113949.313334,22.3306073222597,24.0,11.14547336547922,22.0,15930.198521374,100.0
