step,timestamp,room_temperature,outside_temperature,pue,cooling_setpoint,cooling_power,cooling_fan_speed
1,1774114064.137691,22.058005646663126,24.0,1.2641339353109082,22.0,1841.4047081928252,65.0
2,1774114064.144403,22.110610329523855,24.0,1.3968001908422079,22.0,2517.677835051546,65.0
3,1774114064.159206,22.17276349891787,24.0,1.3527940007113104,22.0,2517.677835051546,65.0
4,1774114064.170778,22.248469059875337,24.0,1.3140407148309705,22.0,2517.677835051546,65.0
5,1774114064.176731,22.31741107992221,24.0,1.4015026557548205,22.0,2517.677835051546,65.0
6,1774114064.346298,22.391831925957362,24.0,1.800976517228939,20.0,5028.350515463917,100.0
7,1774114064.351625,22.489818166857578,24.0,1.6212080925680743,20.0,5028.350515463917,100.0
8,1774114064.356003,22.59048299735193,24.0,1.6896187124443487,20.0,5028.350515463917,100.0
9,1774114064.360541,22.690678137096835,24.0,1.8291771969998218,20.0,5028.350515463917,100.0
10,1774114064.365501,22.808808155829755,24.0,1.7100889218441624,20.0,5028.350515463917,100.0
11,1774114064.434787,22.928287962533858,24.0,1.8264186601487358,18.0,5028.350515463917,100.0
12,1774114064.438853,23.057139397752312,24.0,1.8257697355734501,18.0,5028.350515463917,100.0
13,1774114064.443712,23.200945214726914,24.0,1.7391817859534024,18.0,5028.350515463917,100.0
14,1774114064.447812,23.335986064534836,24.0,2.0792993441720053,18.0,5028.350515463917,100.0
15,1774114064.451897,23.480858760058297,24.0,2.0359325246472135,18.0,5028.350515463917,100.0
16,1774114064.520281,23.642976321574547,24.0,1.8351074931980704,18.0,5028.350515463917,100.0
17,1774114064.52509,23.808850624692248,24.0,1.9013581609996282,18.0,5028.350515463917,100.0
18,1774114064.529139,23.99291621088994,24.0,1.727693207713923,18.0,5028.350515463917,100.0
19,1774114064.533085,24.17427568691907,24.0,1.882588402948016,18.0,5028.350515463917,100.0
20,1774114064.537842,24.358597536119248,24.0,1.966794798767474,18.0,5028.350515463917,100.0
